#METABOLOMICS WORKBENCH araskind_20170619_181205 DATATRACK_ID:1045 STUDY_ID:ST000741 ANALYSIS_ID:AN001155 PROJECT_ID:PR000535
VERSION             	1
CREATED_ON             	July 3, 2017, 1:46 pm
#PROJECT
PR:PROJECT_TITLE                 	Metabolite-phenotype link in X-linked Adrenoleukodystrophy
PR:PROJECT_TYPE                  	MS analysis
PR:PROJECT_SUMMARY               	Untargeted metabolomics of control, AMN and ALD patient-derived fibroblasts
PR:INSTITUTE                     	Henry Ford Health System
PR:DEPARTMENT                    	Neurology
PR:LABORATORY                    	Singh Lab
PR:LAST_NAME                     	Singh
PR:FIRST_NAME                    	Jaspreet
PR:ADDRESS                       	Detroit, MI
PR:EMAIL                         	jsingh2@hfhs.org
PR:PHONE                         	313-916-7725
#STUDY
ST:STUDY_TITLE                   	Metabolite-phenotype link in X-linked Adrenoleukodystrophy (fibroblast cell
ST:STUDY_TITLE                   	culture)
ST:STUDY_TYPE                    	MS analysis
ST:STUDY_SUMMARY                 	Untargeted metabolomics of control, AMN and ALD patient-derived fibroblasts.
ST:STUDY_SUMMARY                 	Fibroblasts cultured in DMEM with 15%FBS and antibiotic (pen/strep) in 100mm
ST:STUDY_SUMMARY                 	petridishes (1million/dish). After 24h cultures supplemented with fresh media
ST:STUDY_SUMMARY                 	(DMEM+15%FBS+antibiotic) for 3hr
ST:INSTITUTE                     	University of Michigan
ST:DEPARTMENT                    	Biomedical Research Core Facilities
ST:LABORATORY                    	Metabolomics core
ST:LAST_NAME                     	Kachman
ST:FIRST_NAME                    	Maureen
ST:ADDRESS                       	6300 Brehm Tower, 1000 Wall Street, Ann Arbor, MI 48105-5714
ST:EMAIL                         	mkachman@med.umich.edu
ST:PHONE                         	(734) 232-8175
ST:NUM_GROUPS                    	4
ST:TOTAL_SUBJECTS                	2
#SUBJECT
SU:SUBJECT_TYPE                  	Human
SU:SUBJECT_SPECIES               	Homo sapiens
SU:TAXONOMY_ID                   	9606
#SUBJECT_SAMPLE_FACTORS:         	SUBJECT(optional)[tab]SAMPLE[tab]FACTORS(NAME:VALUE pairs separated by |)[tab]Additional sample data
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016570	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016571	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016572	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016573	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016574	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016575	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016576	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016577	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016578	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016579	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016580	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016581	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016582	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016583	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016584	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016585	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016586	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016587	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU9999996	S00017166	subject type:POOLED	
#COLLECTION
CO:COLLECTION_SUMMARY             	-
#TREATMENT
TR:TREATMENT_SUMMARY              	-
#SAMPLEPREP
SP:SAMPLEPREP_SUMMARY             	-
SP:SAMPLEPREP_PROTOCOL_FILENAME   	A003 - Untargeted Metabolomics.pdf
#CHROMATOGRAPHY
CH:CHROMATOGRAPHY_TYPE           	Reversed phase
CH:INSTRUMENT_NAME               	Agilent
CH:COLUMN_NAME                   	Waters Acquity HSS T3 (50 x 2.1mm, 1.8um)
#ANALYSIS
AN:ANALYSIS_TYPE                 	MS
AN:ANALYSIS_PROTOCOL_FILE        	A003 - Untargeted Metabolomics.pdf
#MS
MS:MS_COMMENTS                   	-
MS:INSTRUMENT_NAME               	Agilent 6530 QTOF
MS:INSTRUMENT_TYPE               	QTOF
MS:MS_TYPE                       	ESI
MS:ION_MODE                      	NEGATIVE
#MS_METABOLITE_DATA
MS_METABOLITE_DATA:UNITS         	peak area
MS_METABOLITE_DATA_START
Samples	S00016570	S00016571	S00016572	S00016573	S00016574	S00016575	S00016576	S00016577	S00016578	S00016579	S00016580	S00016581	S00016582	S00016583	S00016584	S00016585	S00016586	S00016587
4-HYDROXY-2-QUINOLINECARBOXYLIC ACID-KRYNURENIC ACID (CAS# 492-27-3); (M-H)-	189.0414	4.981		3845
4-HYDROXYBENZOATE (CAS# 99-96-7); (M-H)-	138.0313	4.08		135
4-METHYL-2-OXOPENTANOATE (CAS# 816-66-0); (M-H)-	130.0632	4.774		70
4-METHYL-2-OXOVALERIC ACID (CAS# 816-66-0); (M-H)-	130.0632	4.774		70
4-NITROBENZOIC ACID (CAS# 62-23-7); (M-H)-	167.0218	8.488		101532566
4-NITROCATECHOL (CAS# 3316-09-4); (M-H)-	155.0219	5.445		3505109
4-NITROPHENOL (CAS# 100-02-7); (M-H)-	139.0271	7.108		980
4-PYRIDOXATE (CAS# 82-82-6); (M-H)-	183.0524	1.722		6723
5'-METHYLTHIOADENOSINE (CAS# 2457-80-9); (M+CL)-	297.0902	4.538		439176
5'-METHYLTHIOADENOSINE (CAS# 2457-80-9); (M+HCOO)-	297.0903	4.539		439176
5-AMINOPENTANOATE (CAS# 660-88-8); (M-H)-	117.0781	0.774		138
5-HYDROXYTRYPTOPHAN (CAS# 4350-09-8); (M-H)-	220.0831	1.792		439280
5-OXOPROLINE (CAS# 4042-36-8); (M-H)-	129.0428	1.195		7405
6-CARBOXYHEXANOATE (CAS# 111-16-0); (M-H)-	160.0737	5.762		385
ADENOSINE (CAS# 58-61-7); (M+HCOO)-	267.0951	1.78		60961
ADENOSINE 5'-MONOPHOSPHATE (CAS# 61-19-8); (M-H)-	347.065	1.227		6083
ADIPIC ACID (CAS# 124-04-9 ); (M-H)-	146.0585	3.609		196
ADP-RIBOSE (CAS# ); (M-H)-	559.0702	0.903		33576
ADPGLUCOSE (CAS# ); (M-H)-	589.083	1.018		16500
ALLOSE (CAS# 2595-97-3); (M-H)+[-H2O]	180.0642	1.646		439507
ALPHA-D-GALACTOSE 1-PHOSPHATE (CAS# 2255-14-3); (M-H)-	260.0297	0.728		123912
ALPHA-LINOLENIC ACID (CAS# 463-40-1); (M+HCOO)-	278.2227	22.879		5280934
ARACHIDIC ACID (CAS# 506-30-9); (M-H)-	312.3021	23.445		10467
ARACHIDONATE (CAS# 506-32-1); (M-H)-	304.2408	22.733		444899
ASPARTATE (CAS# 56-84-8); (M-H)-	133.0369	0.65		5960
AZELAIC ACID (CAS# 123-99-9); (M-H)-	188.1051	10.827		2266
BEHENIC ACID (CAS# 112-85-6); (M-H)-	340.3347	24.14		8215
BETA-MALTOSE (CAS# 69-79-4); (2M+CL)-[-H2O]	342.1142	0.715		439186
BETA-MALTOSE (CAS# 69-79-4); (M+CL)-	342.1172	0.712		439186
BETA-MALTOSE (CAS# 69-79-4); (M+HCOO)-	342.1129	0.637		439186
C12 GALACTOSYL(BETA) CERAMIDE (D18:1/12:0) (CAS# 41613-14-3); (M+CL)-	643.5085	22.862		46891735
CARNOSINE (CAS# 305-84-0); (M-H)-	226.1055	0.629		439224
CELLOBIOSE (CAS# 528-50-7); (M+CL)-	342.1172	0.712		294
CHOLINE PHOSPHATE (CAS# 107-73-3); (M+HCOO)-	183.0671	0.81		1014
CIS-ACONITATE (CAS# 585-84-2); (M-H)-	174.0165	1.158		643757
CIS-VACCENIC ACID (CAS# 506-17-2); (M-H)-	282.2563	22.956		5282761
CIS-ZEATIN (CAS# 1637-39-4); (M+CL)-	219.1126	3.944		688597
CIS-ZEATIN (CAS# 1637-39-4); (M-H)-	219.1127	3.943		688597
CITRAMALATE (CAS# 2306-22-1); (M-H)-	148.0366	1.375		441696
CITRATE (CAS# 77-92-9); (M-H)-	192.0272	1.043		311
CITRULLINE (CAS# 372-75-8); (M-H)-	175.094	0.744		9750
CMP (CAS# 63-37-6); (M-H)-	323.0546	0.789		6131
CORTISOL (CAS# 50-23-7); (M+HCOO)-	362.2102	13.903		5754
CORTISONE (CAS# 53-06-5); (M+CL)-	360.1942	13.477		222786
CORTISONE (CAS# 53-06-5); (M+HCOO)-	360.1942	13.48		222786
CYCLOHEPTANECARBOXYLIC ACID (CAS# 1460-16-8); (M+HCOO)-	142.0996	10.827		15091
CYTIDINE (CAS# 65-46-3); (M+CL)-	243.0843	0.674		6175
CYTIDINE (CAS# 65-46-3); (M+HCOO)-	243.0848	0.678		6175
CYTIDINE (CAS# 65-46-3); (M-H)-	243.0864	0.618		6175
CYTIDINE 5'-DIPHOSPHOCHOLINE (CAS# 987-78-0); (M+HCOO)-	488.1058	0.707		13804
D-(-)-ARABINOSE (CAS# 10323-20-3); (M+HCOO)-	150.0517	0.753		66308
D-GALACTOSAMINE (CAS# 7535-00-4); (M+CL)-	179.0783	0.624		3034366
D-GLUCOSAMINE (CAS# 3416-24-8); (M+CL)-	179.0783	0.624		439213
D-GLUCOSE 6-PHOSPHATE (CAS# 56-73-5); (M-H)-	260.0311	0.746		5958
D-LYXOSE (CAS# 1114-34-7); (M+CL)-	150.0516	0.691		65550
D-LYXOSE (CAS# 1114-34-7); (M+HCOO)-	150.0518	0.753		65550
D-LYXOSE (CAS# 1114-34-7); (M-H)-	150.0514	0.72		65550
D-ORNITHINE (CAS# 348-66-3); (M-H)-	132.0891	0.617		6262
D-PSICOSE (CAS# 551-68-8); (M+CL)-	180.0617	0.71		90008
D-TAGATOSE (CAS# 87-81-0); (M+CL)-	180.0617	0.71		90008
DEHYDROASCORBATE (CAS# 490-83-5); (M+HCOO)-	174.0174	0.959		210328
DEHYDROASCORBATE (CAS# 490-83-5); (M-H)-	174.0157	0.847		210328
DEOXYCHOLIC ACID (CAS# 83-44-3); (M-H)-	392.2892	21.734		222528
DEOXYCYTIDINE (CAS# 951-77-9); (M+CL)-	227.0912	0.894		13711
DEOXYCYTIDINE (CAS# 951-77-9); (M+HCOO)-	227.0902	0.936		13711
DEOXYGUANOSINE 5'-TRIPHOSPHATE (CAS# 2564-35-4); (M-H)-	506.9966	3.733		65103
DEOXYURIDINE (CAS# 951-78-0); (M+CL)-	228.0766	1.646		13712
DEOXYURIDINE (CAS# 951-78-0); (M-H)-	228.0748	1.683		13712
DEPHOSPHO-COA (CAS# 3633-59-8); (M-H)-	687.1486	3.772		444485
DGDP (CAS# 653-63-4); (M-H)-	427.0274	0.983		439220
DGMP (CAS# 902-04-5); (M-H)-	347.065	1.344		6994968
DOCOSAHEXAENOIC ACID (CAS# 6217-54-5 ); (M-H)-	328.2411	22.721		445580
EDTA (CAS# 60-00-4); (M-H)-	292.0904	1.145		6049
ELAIDIC ACID (CAS# 112-79-8); (M-H)-	282.2563	22.956		637517
EPIBRASSINOLIDE [ISTD] (CAS# 78821-43-9); (M+CL)-	480.3464	19.893		115196
EPIBRASSINOLIDE [ISTD] (CAS# 78821-43-9); (M+HCOO)-	480.3466	19.892		115196
ETHANOLAMINE PHOSPHATE (CAS# 1071-23-4); (M-H)-	141.0187	0.711		1015
ETHYLMALONIC ACID (CAS# 601-75-2); (M-H)-	132.0418	2.578		11756
FLAVIN ADENINE DINUCLEOTIDE (CAS# 146-14-5); (M-H)-	785.1577	6.321		643975
FOLIC ACID (CAS# 59-30-3); (M-H)-	441.1403	5.944		6037
FRUCTOSE (CAS# 57-48-7); (M+CL)-	180.0617	0.71		5984
FRUCTOSE (CAS# 57-48-7); (M+HCOO)-	180.0624	0.692		5984
FUMARATE (CAS# 110-17-8); (M-H)-	116.0112	1.258		444972
GAMMA-L-GLUTAMYL-L-CYSTEINE (CAS# 686-58-8); (M-H)-	250.0647	0.708		123938
GAMMA-LINOLENIC ACID (CAS# 506-26-3); (M+HCOO)-	278.2229	22.879		5280933
GDPMANNOSE (CAS# ); (M-H)-	605.0766	0.86		18396
GIBBERELLIC ACID [ISTD] (CAS# 77-06-5); (2M-H)-	346.1411	8.579		6466
GIBBERELLIC ACID [ISTD] (CAS# 77-06-5); (M+CL)-	346.1419	8.582		6466
GIBBERELLIC ACID [ISTD] (CAS# 77-06-5); (M-H)-	346.1423	8.58		6466
GLUCARIC ACID (CAS# 87-73-0); (M-H)+[-H2O]	210.0373	0.789		33037
GLUCONIC ACID (CAS# 526-95-4); (M-H)-	196.0575	0.739		10690
GLUCOSE (CAS# 50-99-7); (2M+CL)-[-H2O]	180.0647	0.719		5793
GLUCOSE (CAS# 50-99-7); (2M+HCOO)-[-H2O]	180.0617	0.598		5793
GLUCOSE (CAS# 50-99-7); (M+CL)-	180.0617	0.71		5793
GLUCOSE 1-PHOSPHATE (CAS# 59-56-3); (M-H)-	260.0298	0.728		65533
GLUCURONIC ACID (CAS# 6556-12-3); (M+CL)-	194.0428	0.759		94715
GLUCURONIC ACID (CAS# 6556-12-3); (M-H)-	194.0415	0.683		94715
GLUTAMATE (CAS# 56-86-0); (M-H)-	147.0521	0.662		33032
GLUTAMINE (CAS# 56-85-9); (M-H)-	146.0683	0.637		5961
GLUTARATE (CAS# 110-94-1); (M-H)-	132.0415	2.061		743
GLUTATHIONE (CAS# 27025-41-8); (M-H)-	612.1533	1.372		124886
GLYCERALDEHYDE (CAS# 367-47-5); (2M-H)-[-H2O]	90.0315	1.646		79014
GLYCEROL 2-PHOSPHATE (CAS# ); (M-H)-	172.0128	0.691		2526
GLYCINE (CAS# 56-40-6); (M-H)-	75.0318	0.655		750
GLYCOCHOLATE (CAS# 475-31-0); (M-H)-	465.3091	18.95		10140
GUANOSINE (CAS# 118-00-3); (M-H)-	283.091	1.854		6802
GUANOSINE 5'-DIPHOSPHO-BETA-L-FUCOSE (CAS# 0); (M-H)-	589.083	1.018		451
GUANOSINE 5'-PHOSPHATE (CAS# 85-32-5); (M-H)-	363.0563	0.991		6804
HEPTADECANOATE (CAS# 506-12-7); (M-H)-	270.256	23.012		10465
HEXACOSANOIC ACID (CAS# 506-46-7); (M-H)-	396.3946	25.724		10469
HIPPURATE (CAS# 495-69-2); (M-H)-	179.058	4.853		464
HOMOSERINE (CAS# 672-15-1); (M-H)-	119.0581	0.631		12647
HYODEOXYCHOLATE (CAS# 83-49-8); (M-H)-	392.2956	22.894		5283820
HYPOXANTHINE (CAS# 68-94-0); (M-H)-	136.0378	1.129		790
INOSINE (CAS# 58-63-9); (M-H)-	268.0812	1.842		6021
ISOCITRATE (CAS# 320-77-4); (M-H)-	192.0257	0.798		5318532
ISOLEUCINE (CAS# 73-32-5); (M-H)-	131.0945	1.573		6306
ITACONATE (CAS# 97-65-4); (M-H)-	130.027	1.656		811
JASMONIC ACID [ISTD] (CAS# 77026-92-7); (2M-H)-	210.1255	13.236		5281166
JASMONIC ACID [ISTD] (CAS# 77026-92-7); (M-H)-	210.1258	13.238		5281166
KYNURENINE (CAS# 343-65-7); (M-H)-	208.0839	2.231		161166
L-ALLOTHREONINE (CAS# 28954-12-3); (M-H)-	119.0581	0.635		99289
L-ARGININE (CAS# 74-79-3); (M-H)-	174.112	0.63		6322
L-ARGININE-(GUANIDINEIMINO-15N2) [ISTD] (CAS# ); (M-H)-	176.1054	0.619		16217579
L-GULONATE (CAS# 6322-07-2); (M+CL)+[-H2O]	196.0592	0.705		152304
L-GULONATE (CAS# 6322-07-2); (M-H)-	196.0575	0.739		152304
L-HISTIDINE (CAS# 71-00-1); (M-H)-	155.0691	0.631		6274
L-ORNITHINE (CAS# 70-26-8); (M-H)-	132.0892	0.617		6262
L-RHAMNOSE (CAS# 10030-85-0); (M+CL)-	164.0672	0.823		25310
L-TRYPTOPHAN-15N2 [ISTD] (CAS# ); (M-H)-	206.0845	3.677		16217285
L-[15N]ANTHRANILIC ACID [ISTD] (CAS# ); (M-H)-	138.0448	5.407		227
LACTOSE (CAS# 63-42-3); (M+CL)-	342.1172	0.712		440995
LACTOSE (CAS# 63-42-3); (M-H)-	342.1187	0.803		440995
LEUCINE (CAS# 328-39-2); (M-H)-	131.0945	1.57		6106
LEUKOTRIENE B4 (CAS# 71160-24-2); (M-H)-	336.2296	20.547		5280492
LIGNOCERIC ACID (CAS# 557-59-5); (M-H)-	368.3653	24.804		11197
LINOLEATE (CAS# 60-33-3); (M-H)-	280.2409	22.756		5280450
LUMICHROME (CAS# 1086-80-2); (M-H)-	242.0809	11.019		5326566
LYSINE (CAS# 56-87-1); (M-H)-	146.1052	0.59		5962
MALATE (CAS# 97-67-6); (M-H)+[-H2O]	134.0218	0.768		222656
MALATE (CAS# 97-67-6); (M-H)-	134.0212	0.8		222656
MALEAMATE (CAS# 557-24-4); (M-H)-	115.0274	0.639		5280451
MALEIC ACID (CAS# 110-16-7); (M-H)-	116.011	1.125		444266
MALTOSE (CAS# 69-79-4); (M+CL)-	342.1172	0.712		439186
MALTOSE (CAS# 69-79-4); (M+HCOO)-	342.1129	0.627		439186
MANDELIC ACID (CAS# 611-71-2); (M-H)-	152.0471	6.636		11914
MANNOSE-6-PHOSPHATE (CAS# 3672-15-9); (M-H)-	260.0298	0.728		439198
MELIBIOSE (CAS# 585-99-9); (M+CL)-	342.1172	0.712		440658
MELIBIOSE (CAS# 585-99-9); (M+HCOO)-	342.1129	0.637		440658
METHIONINE (CAS# 63-68-3); (M-H)-	149.0505	1.027		6137
METHYL BETA-D-GALACTOSIDE (CAS# 1824-94-8); (M+CL)-	194.0796	0.828		94214
METHYL BETA-D-GALACTOSIDE (CAS# 1824-94-8); (M+HCOO)-	194.0774	0.822		94214
METHYLMALONATE (CAS# 516-05-2); (M-H)-	118.0267	1.32		487
MEVALONIC ACID (CAS# 674-26-0); (M-H)-	148.0723	1.644		439230
MONO-METHYL GLUTARATE (CAS# 1501-27-5); (M-H)-	146.0585	3.609		73917
MYRISTIC ACID (CAS# 544-63-8); (M-H)-	228.2091	22.491		11005
MYRISTOLEIC ACID (CAS# 544-64-9); (M-H)-	226.1928	21.898		5281119
N-ACETYL-D-GLUCOSAMINE (CAS# 7512-17-6); (M+CL)-	221.0886	0.696		446101
N-ACETYL-D-MANNOSAMINE (CAS# 3615-17-6); (M+CL)-	221.0886	0.696		53477792
N-ACETYL-DL-GLUTAMIC ACID (CAS# 5817-08-3); (M-H)-	189.0632	1.319		185
N-ACETYL-DL-METHIONINE (CAS# 1115-47-5); (M-H)-	191.0612	4.11		448580
N-ACETYL-DL-SERINE (CAS# 97-14-3); (M-H)-	147.0521	0.672		65249
N-ACETYL-L-ALANINE (CAS# 97-69-8); (M-H)-	131.0577	1.527		88064
N-ACETYL-L-ASPARTIC ACID (CAS# 997-55-7); (M-H)-	175.0464	0.661		65065
N-ACETYL-L-LEUCINE (CAS# 1188-21-2); (M-H)-	173.1042	7.227		75619
N-ACETYL-L-PHENYLALANINE (CAS# 2018-61-3); (M-H)-	207.0896	7.795		74839
N-ACETYLGALACTOSAMINE (CAS# 1811-31-0); (M+CL)-	221.0886	0.696		35717
N-ACETYLNEURAMINATE (CAS# 131-48-6); (M-H)-	309.1061	0.642		439197
N-AMIDINO-L-ASPARTATE (CAS# 6133-30-8); (M+CL)-	175.0576	0.691		439918
N-CYCLOHEXYLSULFAMIC ACID (CAS# 100-88-9); (2M-H)-	179.0608	4.301		7533
N-METHYL-D-ASPARTIC ACID (CAS# 6384-92-5); (M-H)-	147.0521	0.662		4376
N-NITROSODIETHANOLAMINE (CAS# 1116-54-7); (M+CL)-	134.0691	0.664		14223
N-OLEOYLGLYCINE (CAS# 2601-90-3); (M+CL)-	339.2765	22.53		6436908
NAD (CAS# 53-84-9); (M-H)-	663.1094	1.04		5893
NERVONIC ACID (CAS# 506-37-6); (M-H)-	366.3501	24.212		5281120
NICOTINATE (CAS# 59-67-6); (M-H)-	123.0318	1.139		938
NORLEUCINE (CAS# 327-57-1); (M-H)-	131.0945	1.584		21236
O-PHOSPHO-DL-SERINE (CAS# 17885-08-4); (2M-H)+	185.0101	0.764		106
O-PHOSPHO-DL-SERINE (CAS# 17885-08-4); (M-H)-	185.0083	0.787		106
O-PHOSPHOSERINE (CAS# 407-41-0); (M-H)-	185.0083	0.787		68841
O-SUCCINYL-L-HOMOSERINE (CAS# 1492-23-5); (M-H)-	219.0722	0.709		439406
OLEIC ACID (CAS# 112-80-1); (M-H)-	282.2563	22.956		445639
OMEPRAZOLE (CAS# 73590-58-6); (M-H)-	345.1165	11.13		4594
OPHTHALMIC ACID (CAS# 495-27-2); (M-H)-	289.1271	1.244		7018721
OXIDIZED GLUTATHIONE (CAS# 27025-41-8); (M-2H)-2	612.1503	1.284		65359
OXIDIZED GLUTATHIONE (CAS# 27025-41-8); (M-H)-	612.1533	1.372		65359
PALATINOSE (CAS# 343336-76-5); (M+CL)-	342.1172	0.712		439559
PALATINOSE (CAS# 343336-76-5); (M+HCOO)-	342.1129	0.637		439559
PALMITATE (CAS# 57-10-3); (M-H)-	256.2404	22.88		985
PALMITOLEIC ACID (CAS# 373-49-9); (M-H)-	254.225	22.632		445638
PANTOTHENATE (CAS# 79-83-4); (M+CL)-	219.1109	3.299		6613
PANTOTHENATE (CAS# 79-83-4); (M-H)-	219.1113	3.303		6613
PHENYL ACETATE (CAS# 122-79-2); (M+HCOO)-	136.0525	3.837		999
PHENYLALANINE (CAS# 63-91-2); (M-H)-	165.0791	2.554		6140
PHENYLPYRUVATE (CAS# 156-06-9); (M-H)-	164.0463	5.376		997
PHOSPHOCREATINE (CAS# 67-07-2); (M-H)-	211.0344	0.837		9548602
PHOSPHOENOLPYRUVATE (CAS# 138-08-9); (M-H)-	167.9826	1.339		1005
PHYTANATE (CAS# 14721-66-5); (M-H)-	312.302	23.289		10380830
PICOLINIC ACID (CAS# 98-98-6); (M-H)-	123.0319	1.111		1018
PINITOL (CAS# 10284-63-6); (M+CL)-	194.0796	0.81		164619
PROCOLLAGEN 5-HYDROXY-L-LYSINE (CAS# 1190-94-9); (M-H)-	162.0995	0.566		83228
PROPENOATE (CAS# 79-10-7); (M-H)-	72.0218	1.132		6581
PROSTAGLANDIN E2 (CAS# 363-24-6); (M-H)-	352.2241	16.865		5280360
PTERIN (CAS# 2236-60-4); (M-H)-	163.051	1.513		73000
PYRIDOXAL PHOSPHATE (CAS# 853645-22-4); (M-H)-	247.0256	1.334		1051
PYRIDOXINE (CAS# 65-23-6); (M-H)-	169.0725	1.187		1054
PYRUVATE (CAS# 127-17-3); (M-H)-	88.0157	0.751		1060
RAFFINOSE (CAS# 512-69-6); (M+CL)-	504.1657	0.709		439242
RAFFINOSE (CAS# 512-69-6); (M+HCOO)-	504.1643	0.72		439242
RETINOATE (CAS# 302-79-4); (M-H)-	300.2112	22.318		444795
RIBOFLAVIN (CAS# 83-88-5); (M+CL)-	376.1381	7.694		493570
RIBOFLAVIN (CAS# 83-88-5); (M+HCOO)-	376.1402	7.688		493570
RIBOFLAVIN (CAS# 83-88-5); (M-H)-	376.1399	7.694		493570
RIBOSE (CAS# 50-69-1); (M+CL)-	150.0516	0.691		5779
RIBOSE 5-PHOSPHATE (CAS# 4300-28-1); (M-H)-	230.0197	0.775		439167
S-ADENOSYL-L-HOMOCYSTEINE (CAS# 979-92-0); (M+CL)-	384.1231	1.448		439155
S-ADENOSYL-L-HOMOCYSTEINE (CAS# 979-92-0); (M-H)-	384.1223	1.559		439155
S-CARBOXYMETHYL-L-CYSTEINE (CAS# 638-23-3); (M-H)-	179.0236	0.8		193653
SALICYLATE (CAS# 69-72-7); (M-H)-	138.0319	8.336		338
SEBACIC ACID (CAS# 111-20-6); (M-H)-	202.1208	13.046		5192
SERINE (CAS# 56-45-1); (M-H)-	105.0431	0.633		617
STACHYOSE (CAS# 54261-98-2); (M+CL)-	666.2198	0.713		439531
STACHYOSE (CAS# 54261-98-2); (M-H)-	666.217	0.8		439531
STEARATE (CAS# 57-11-4); (M-H)-	284.2716	23.214		5281
SUBERIC ACID (CAS# 505-48-6); (M-H)-	174.089	8.332		10457
SUCCINATE (CAS# 110-15-6); (M-H)-	118.0267	1.311		1110
SUCROSE (CAS# 57-50-1); (M+CL)-	342.1172	0.712		5988
SUCROSE (CAS# 57-50-1); (M+HCOO)-	342.1129	0.637		5988
SULFADIMETHOXINE (CAS# 122-11-2); (M-H)-	310.0738	9.385		5323
TAURINE (CAS# 107-35-7); (M-H)-	125.0143	0.653		1123
THREONINE (CAS# 72-19-5); (M+HCOO)-[-H2O]	119.0572	0.676		6288
THROMBOXANE B2 (CAS# 54397-85-2); (M-H)-[-H2O]	370.2346	16.865		5283137
THYMIDINE (CAS# 50-89-5); (M+CL)-	242.0893	2.64		5789
TRANS-ACONITATE (CAS# 4023-65-8); (M-H)-	174.0165	1.158		444212
TRANS-VACCENIC ACID (CAS# 693-72-1); (M-H)-	282.2563	22.956		5281127
TRIACONTANOIC ACID (CAS# 506-50-3); (M-H)-	452.4571	28.853		10471
TRICARBALLYLIC ACID (CAS# 99-14-9); (M-H)-	176.0319	1.126		14925
TRICOSANOIC ACID (CAS# 2433-96-7); (M-H)-	354.3499	24.441		17085
TRYPTOPHAN (CAS# 73-22-3); (M-H)-	204.0892	3.678		6305
TYROSINE (CAS# 60-18-4); (M-H)-	181.0737	1.356		6057
UDP-GALACTOSE (CAS# 2956-16-3); (M-H)-	566.0563	1.54		44134987
UDP-GLUCOSE (CAS# 133-89-1); (M-H)-	566.0561	1.568		53477679
UDP-N-ACETYL-D-GALACTOSAMINE (CAS# ); (M-H)+[-H2O]	607.0791	0.785		23724461
UDP-N-ACETYL-D-GALACTOSAMINE (CAS# ); (M-H)-	607.0821	0.812		23724461
UDP-N-ACETYL-D-GLUCOSAMINE (CAS# 528-04-1); (M-H)-	607.083	1.519		445675
URATE (CAS# 69-93-2); (M-H)-	168.0282	1.016		1175
URIDINE (CAS# 58-96-8); (M+CL)-	244.0703	1.337		6029
URIDINE (CAS# 58-96-8); (M+HCOO)-	244.0694	1.252		6029
URIDINE (CAS# 58-96-8); (M-H)-	244.0691	1.371		6029
URIDINE-5-MONOPHOSPHATE (CAS# 58-97-9); (M-H)-	324.0387	0.917		6030
UROCANATE (CAS# 104-98-3); (M-H)-	138.0425	0.95		736715
VALINE (CAS# 72-18-4); (M-H)-	117.0781	0.774		6287
XANTHINE (CAS# 69-89-6); (M-H)-	152.0331	1.297		1188
XANTHOSINE (CAS# 146-80-5); (M-H)-	284.0761	2.321		64959
XYLOSE (CAS# 58-86-6); (M+HCOO)-	150.0518	0.715		135191
ZEATIN [ISTD] (CAS# 13114-27-7); (M+CL)-	219.1126	3.944		449093
ZEATIN [ISTD] (CAS# 13114-27-7); (M-H)-	219.1126	3.943		449093
METABOLITES_END
#END
