#METABOLOMICS WORKBENCH araskind_20170619_181205 DATATRACK_ID:1045 STUDY_ID:ST000741 ANALYSIS_ID:AN001156 PROJECT_ID:PR000535
VERSION             	1
CREATED_ON             	July 3, 2017, 1:46 pm
#PROJECT
PR:PROJECT_TITLE                 	Metabolite-phenotype link in X-linked Adrenoleukodystrophy
PR:PROJECT_TYPE                  	MS analysis
PR:PROJECT_SUMMARY               	Untargeted metabolomics of control, AMN and ALD patient-derived fibroblasts
PR:INSTITUTE                     	Henry Ford Health System
PR:DEPARTMENT                    	Neurology
PR:LABORATORY                    	Singh Lab
PR:LAST_NAME                     	Singh
PR:FIRST_NAME                    	Jaspreet
PR:ADDRESS                       	Detroit, MI
PR:EMAIL                         	jsingh2@hfhs.org
PR:PHONE                         	313-916-7725
#STUDY
ST:STUDY_TITLE                   	Metabolite-phenotype link in X-linked Adrenoleukodystrophy (fibroblast cell
ST:STUDY_TITLE                   	culture)
ST:STUDY_TYPE                    	MS analysis
ST:STUDY_SUMMARY                 	Untargeted metabolomics of control, AMN and ALD patient-derived fibroblasts.
ST:STUDY_SUMMARY                 	Fibroblasts cultured in DMEM with 15%FBS and antibiotic (pen/strep) in 100mm
ST:STUDY_SUMMARY                 	petridishes (1million/dish). After 24h cultures supplemented with fresh media
ST:STUDY_SUMMARY                 	(DMEM+15%FBS+antibiotic) for 3hr
ST:INSTITUTE                     	University of Michigan
ST:DEPARTMENT                    	Biomedical Research Core Facilities
ST:LABORATORY                    	Metabolomics core
ST:LAST_NAME                     	Kachman
ST:FIRST_NAME                    	Maureen
ST:ADDRESS                       	6300 Brehm Tower, 1000 Wall Street, Ann Arbor, MI 48105-5714
ST:EMAIL                         	mkachman@med.umich.edu
ST:PHONE                         	(734) 232-8175
ST:NUM_GROUPS                    	4
ST:TOTAL_SUBJECTS                	2
#SUBJECT
SU:SUBJECT_TYPE                  	Human
SU:SUBJECT_SPECIES               	Homo sapiens
SU:TAXONOMY_ID                   	9606
#SUBJECT_SAMPLE_FACTORS:         	SUBJECT(optional)[tab]SAMPLE[tab]FACTORS(NAME:VALUE pairs separated by |)[tab]Additional sample data
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016570	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016571	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016572	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016573	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016574	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016575	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016576	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016577	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016578	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016579	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016580	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016581	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016582	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016583	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016584	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016585	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016586	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016587	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU9999996	S00017166	subject type:POOLED	
#COLLECTION
CO:COLLECTION_SUMMARY             	-
#TREATMENT
TR:TREATMENT_SUMMARY              	-
#SAMPLEPREP
SP:SAMPLEPREP_SUMMARY             	-
SP:SAMPLEPREP_PROTOCOL_FILENAME   	A003 - Untargeted Metabolomics.pdf
#CHROMATOGRAPHY
CH:CHROMATOGRAPHY_TYPE           	Reversed phase
CH:INSTRUMENT_NAME               	Agilent
CH:COLUMN_NAME                   	Waters Acquity HSS T3 (50 x 2.1mm, 1.8um)
#ANALYSIS
AN:ANALYSIS_TYPE                 	MS
AN:ANALYSIS_PROTOCOL_FILE        	A003 - Untargeted Metabolomics.pdf
#MS
MS:MS_COMMENTS                   	-
MS:INSTRUMENT_NAME               	Agilent 6530 QTOF
MS:INSTRUMENT_TYPE               	QTOF
MS:MS_TYPE                       	ESI
MS:ION_MODE                      	POSITIVE
#MS_METABOLITE_DATA
MS_METABOLITE_DATA:UNITS         	peak area
MS_METABOLITE_DATA_START
Samples	S00016570	S00016571	S00016572	S00016573	S00016574	S00016575	S00016576	S00016577	S00016578	S00016579	S00016580	S00016581	S00016582	S00016583	S00016584	S00016585	S00016586	S00016587
SEBACIC ACID (CAS# 111-20-6); (M+NA)+			4147						1443									
SELENOCYSTAMINE (CAS# 2697-61-2); (M+H)+	2987	3612		7272	5360	13583	2401	3667	2656		1746	2308		4922	8069			
SERINE (CAS# 56-45-1); (M+H)+	30967	30302	30837	27082	23342		18024	24315	24837	23894	23331	21106	24183	26178	24292	21070	22016	24993
SHIKIMATE (CAS# 138-59-0); (M+NA)+																1217		
SN-GLYCERO-3-PHOSPHOCHOLINE (CAS# 28319-77-9); (M+H)+	370609	458980	813500	694462	691262	647680	759423	825436	205463	338341	488808	572528	60684	114599	52643	184993	358756	397449
SPERMIDINE (CAS# 124-20-9); (M+H)+	338346	327516	262184	96327	75369	76669	342675	156077	260928	231424	168619	214579	123803	131343	49915	135242	103824	134322
SPERMINE (CAS# 71-44-3); (M+H)+		3828		2546	2817		4039	4914							1983	1520	3330	5117
SPHINGANINE (CAS# 764-22-7); (M+H)+	5330	16653	18627	9264	5144	7306	17352		44457		4533	3982	4739	42227	17963	14722	12893	12337
SPHINGOSINE (CAS# 123-78-4); (M+H)+	12745	43524	43048	20821	15599	18415	60533	48290	23698	9305	15125	13374	11711	107400	37155	47893	37230	38108
SPHINGOSINE (CAS# 123-78-4); (M+H)+[-H2O]		18686	18211		7639		25192	20456			5419			49235	16926	20582		15887
SPHINGOSINE (CAS# 123-78-4); (M+NA)+		149276	151772	75268			213517	157959	75793					385718	128576	176359	130006	133117
SQUALENE (CAS# 111-02-4); (M+K)+															1006			
STACHYOSE (CAS# 54261-98-2); (M+K)+	15467	13811	9624	11389	10784	8320	35089	21075	30462	14045	10820	11293	24232	18786	22805	18275	12121	11866
STACHYOSE (CAS# 54261-98-2); (M+NA)+	6647	4287			1353		34307	17302	21778	9197	10332	6954	21209		17919	8796	6618	8050
SUBERIC ACID (CAS# 505-48-6); (M+NA)+				20051				19750				34839	22696		21409	16107	19205	
SUCROSE (CAS# 57-50-1); (M+NA)+	4708	1753	4513		6866		39307	6781	8621		8059	8637	20852		20476	6664	4426	7918
SULFADIMETHOXINE (CAS# 122-11-2); (M+NA)+												3293						
TAURINE (CAS# 107-35-7); (M+H)+				49409		43879				36409						69564	84767	75515
TAURINE (CAS# 107-35-7); (M+K)+	17127	20067	14651	13888	5073			3924	4466			8135				23182	28712	
TAURINE (CAS# 107-35-7); (M+NA)+	22578	16544	18505	12039	16938	8821	29935	33378	36142	14453		17786	4912		5339	30873	25727	33371
TAUROLITHOCHOLATE (CAS# 516-90-5); (M+H)+			29370		17069	32598					21056			16355				
TAUROLITHOCHOLATE (CAS# 516-90-5); (M+H)+[-H2O]	44639		53530	6232		28615		7109	19926					24598				
THEOBROMINE (CAS# 83-67-0); (M+NA)+	21913		26116	20447	20218	13788	33655	37349	36094	29482	40545	42886	41208	33659	44761	18923	19903	30663
THEOPHYLLINE (CAS# 58-55-9); (M+NA)+	23955	22327	22931	21010	30242		54100		44690		35503	26848	41036	39263	45168	13051	31019	
THIAMIN (CAS# 59-43-8); M+	340402	323038	338837	376647	347081	322788	340210	347362	357396	360633	382591	393740	381275	373453	388752	273603	266634	301082
THIAMIN (CAS# 59-43-8); M+[-C6H9NOS]	74191	73198	76169	81168	74322	64149	71861	78087	77786	65165	80814	84026	74983	79253	83494	52598	51374	66062
THREONINE (CAS# 72-19-5); (M+H)+[-H2O]	121633	128107	316881	345973				279123	325294	291114	300513			311570		279186		312094
THYROTROPIN RELEASING HORMONE (CAS# 24305-27-9); (M+NA)+									3118									
TRANS-4-HYDROXYPROLINE (CAS# 51-35-4); (M+H)+				6471	5599		3638					5187	3232		3669		7339	
TRICARBALLYLIC ACID (CAS# 99-14-9); (M+H)+[-H2O]										16023								
TRYPTAMINE (CAS# 61-54-1); (M+H)+												1597		4254				2734
TRYPTOPHAN (CAS# 73-22-3); (M+H)+	5591797	6463139	5466346				4712035	4799320	4205242	4162906	4734431	4173346	4769843	5211635	4284194	4859360	3594775	3738198
TRYPTOPHAN (CAS# 73-22-3); (M+NA)+	383867	396256	382559			229517	367431	353854	326687	330427	367230	326980	343556	332414	331227	349515	279621	292676
TRYPTOPHANAMIDE (CAS# 20696-57-5); (M+H)+			2955			7304	4113		5310	1929	7745							
TYROSINE (CAS# 60-18-4); (M+H)+	17200000	18300000	17000000	14400000	13900000	10400000	14800000	15300000	15300000	13000000	12400000	12700000	14900000	15600000	14200000	13400000	12500000	13000000
UDP-N-ACETYL-D-GALACTOSAMINE (CAS# ); (M+H)+[-H2O]											2884							
UDP-N-ACETYL-D-GALACTOSAMINE (CAS# ); (M+NA)+	10859	29008	31239	32007	37912	27708	23296	30319	21918	12608	21728	19880	24029	21899	28549	15021	20423	21305
URACIL 5-CARBOXYLATE (CAS# 23945-44-0); (M+H)+																1037		
URATE (CAS# 69-93-2); (M+H)+				53666														
URIDINE (CAS# 58-96-8); (M+H)+		22836			10137					2484								
URIDINE (CAS# 58-96-8); (M+NA)+	147957	58515	42102		26538	15409	31289	16762	37222	58906	48474	26108	38703		27288	24219	18589	
URIDINE-5-MONOPHOSPHATE (CAS# 58-97-9); (M+H)+								1187									1085	
UROCANATE (CAS# 104-98-3); (M+H)+	33045	8176	43344	5235	29961		7087		22623	28306	29313	37334		26061		33142		
URSODIOL (CAS# 128-13-2); (M+NA)+												17145		2719		21552		
VALINE (CAS# 72-18-4); (M+H)+	5341122	5242998	5211652	4814638	3368606	2658825	5307277	5251789	5594289	4037160	4149429	4164647	4612788	4222910	4603416	4519066	3651026	3995546
VALINE (CAS# 72-18-4); (M+NA)+			20826	17359		14596		32576	33386		23083			11765	23270	9814		
XANTHINE (CAS# 69-89-6); (M+H)+	74389	46389	47466	48995	43002	30424	68685	61432	61059		53423							39400
XANTHOSINE (CAS# 146-80-5); (M+H)+		41640	39367	14751	10543	8083	23490	23959	20788	32741	32546	28305	39539	39283	36965	20064	16959	16330
XANTHOSINE 5'-PHOSPHATE (CAS# 523-98-8); (2M+H)+	15148										10173			6461				
XANTHOSINE 5'-PHOSPHATE (CAS# 523-98-8); (M+H)+								1380										
XANTHURENIC ACID (CAS# 59-00-7); (M+H)+	8002	7426	4517	5679	4596	2578	6396	7701	5740	4806	4158	5601	7452	6543	4034	8110	6641	8039
XYLOSE (CAS# 58-86-6); (2M+NA)+[-H2O]			21646				10329							6396		36713		
ZEATIN [ISTD] (CAS# 13114-27-7); (M+H)+	6162313	6914733	6905322	8953278	8101013	7108769	8299518	8473119	7684097	6705049	7567983	7854297	6426546	9092691	6536291	8776292	6874302	7881635
MS_METABOLITE_DATA_END
#METABOLITES
METABOLITES_START
metabolite_name	moverz_quant	ri	ri_type	pubchem_id	inchi_key	kegg_id	other_id	other_id_type
(2-AMINOETHYL)PHOSPHONATE (CAS# 2041-14-7); (M+H)+	125.025	1.06		339
(S)-2-AMINO-3-(3-HYDOXY-4-OXO-4H-PYRIDIN-1-YL)PROPANOATE OR L-MIMOSINE (CAS# 500-44-7); (M+H)+	198.0656	0.675		440473
1-(4-HYDROXYPHENYL)-2-AMINOETHANOL (CAS# 104-14-3); (M+H)+[-H2O]	153.0781	0.51		4581
1-AMINOCYCLOPROPANE-1-CARBOXYLATE (CAS# 22059-21-8); (M+H)+	101.0481	0.846		5460234
1-METHYLADENOSINE (CAS# 15763-06-1); (M+H)+	281.1127	3.059		27476
1-METHYLNICOTINAMIDE (CAS# ); M+	137.0716	0.665		457
1-OLEOYL-RAC-GLYCEROL (CAS# 111-03-5); (M+H)+[-H2O]	356.2895	22.92		5283468
1-OLEOYL-RAC-GLYCEROL (CAS# 111-03-5); (M+NA)+	356.2942	22.738		5283468
1-PHENYLETHANOL (CAS# 1445-91-6); (M+H)+[-H2O]	122.0732	2.923		7409
16:0 LYSO PC (CAS# 17364-16-8); (M+H)+	495.3307	22.317		460602
16:0 LYSO PC (CAS# 17364-16-8); (M+NA)+	495.3335	22.255		460602
16:0-18:0 PC (CAS# 59403-51-9); (M+H)+	761.5873	25.316		18631368
16:0-18:0 PC (CAS# 59403-51-9); (M+NA)+	761.5873	25.533		18631368
18:0 LYSO-PE (CAS# 69747-55-3); (2M+H)+	481.317	22.966		9547068
18:0 LYSO-PE (CAS# 69747-55-3); (M+H)+	481.3197	22.715		9547068
18:0 LYSO-PE (CAS# 69747-55-3); (M+NA)+	481.3201	22.442		9547068
2'-DEOXYINOSINE (CAS# 890-38-0); (2M+H)+	252.0875	2.096		65058
2'-DEOXYINOSINE (CAS# 890-38-0); (M+H)+	252.088	2.108		65058
2'-DEOXYINOSINE (CAS# 890-38-0); (M+NA)+	252.0869	2.101		65058
2-(DIPHENYLMETHOXY)-N-METHYLETHYLAMINE (CAS# 17471-10-2); (M+H)+	241.1464	10.841		40791
2-HYDROXYPYRIDINE (CAS# 142-08-5); (M+H)+	95.0373	1.728		8871
2-METHYLGLUTARIC ACID (CAS# 18069-17-5); (M+NA)+	146.0588	3.584		12046
2-METHYLPROPANAL OXIME (CAS# 151-00-8); (M+H)+[-H2O]	87.069	0.793		9023
20:0 LYSO PC (CAS# 108341-80-6); (M+NA)+	551.3984	23.085		24779473
24:0 SM (D18:1/24:0) (CAS# 60037-60-7); (M+H)+	814.6915	28.141		44260127
24:0 SM (D18:1/24:0) (CAS# 60037-60-7); (M+NA)+	814.6904	28.028		44260127
25-HYDROXYCHOLESTEROL (CAS# 2140-46-7); (M+H)+[-H2O]	402.3476	22.913		65094
25-HYDROXYCHOLESTEROL (CAS# 2140-46-7); (M+NA)+	402.3507	22.658		65094
3'-CMP (CAS# 63-37-6); (M+H)+	323.0523	0.767		66535
3-(4-HYDROXYPHENYL)LACTATE (CAS# 6482-98-0); (M+NA)+	182.0566	3.857		9378
3-AMINO-4-HYDROXYBENZOIC ACID (CAS# 1571-72-8); (M+H)+	153.0419	1.222		65083
3-AMINOISOBUTANOATE (CAS# 144-90-1); (M+H)+[-H2O]	103.0635	1.839		64956
3-HYDROXY-3-METHYLGLUTARATE (CAS# 503-49-1); (M+H)+	162.0542	1.692		1662
3-HYDROXYBENZALDEHYDE (CAS# 100-83-4); (M+H)+[-H2O]	122.037	4.857		101
3-METHOXYTYROSINE (CAS# 4214-13-5); (M+H)+	211.0835	2.037		9307
3-METHYGLUTARIC ACID (CAS# 626-51-7); (M+NA)+	146.0588	3.583		12284
3-METHYLADIPIC ACID (CAS# 3058-01-3); (M+NA)+	160.0747	5.76		12292
3BETA-HYDROXY-5ALPHA-PREGNAN-20-ONE (CAS# 516-55-2); (M+NA)+	318.2556	20.803		92787
4-ACETAMIDOBUTANOATE (CAS# 3025-96-5); (M+NA)+	145.0739	1.845		18189
4-AMINOBENZOATE (CAS# 150-13-0); (M+H)+	137.0474	2.864		978
4-HYDROXY-2-QUINOLINECARBOXYLIC ACID-KRYNURENIC ACID (CAS# 492-27-3); (M+H)+	189.0428	4.96		3845
4-HYDROXY-3-METHOXYPHENYLGLYCOL (CAS# 67423-45-4); (M+H)+[-H2O]	184.0735	2.189		688030
4-HYDROXY-L-PROLINE (CAS# 2584-71-6); (M+H)+	131.0586	0.647		440015
4-HYDROXYPHENYLACETATE (CAS# 156-38-7); (M+H)+	152.0461	4.668		127
4-METHYL-2-OXOVALERIC ACID (CAS# 816-66-0); (M+NA)+	130.0639	4.682		70
5'-METHYLTHIOADENOSINE (CAS# 2457-80-9); (M+H)+	297.0902	4.56		439176
5'-METHYLTHIOADENOSINE (CAS# 2457-80-9); (M+NA)+	297.09	4.563		439176
5-AMINOLEVULINATE (CAS# 106-60-5); (M+H)+	131.0586	0.647		137
5-AMINOPENTANOATE (CAS# 660-88-8); (M+H)+	117.0792	0.729		138
5-HYDROXYINDOLEACETATE (CAS# 54-16-0); (M+H)+	191.06	4.107		1826
5-HYDROXYTRYPTOPHAN (CAS# 4350-09-8); (M+H)+	220.0864	1.819		439280
5-METHYLTETRAHYDROFOLATE (CAS# 134-35-0); (M+H)+	459.1866	3.702		9825434
5-OXOPROLINE (CAS# 4042-36-8); (M+H)+	129.0429	1.184		7405
5-OXOPROLINE (CAS# 4042-36-8); (M+NA)+	129.0434	1.204		7405
5ALPHA-CHOLEST-7-EN-3BETA-OL (CAS# 80-99-9); (M+H)+[-H2O]	386.3555	24.648		65728
6-CARBOXYHEXANOATE (CAS# 111-16-0); (M+NA)+	160.0747	5.766		385
ABRINE (CAS# 526-31-8); (M+H)+	218.1071	3.595		160511
ACETYLCHOLINE (CAS# 51-84-3); M+	146.1168	3.923		187
ADENINE (CAS# 73-24-5); (M+H)+	135.0545	0.716		190
ADENOSINE 5'-DIPHOSPHATE (CAS# 58-64-0); (M+H)+	427.0301	1.036		6022
ADENOSINE 5'-MONOPHOSPHATE (CAS# 61-19-8); (M+H)+	347.0646	1.095		6083
ADENOSINE 5'-PHOSPHOSULFATE (CAS# 485-84-7); (M+NA)+	427.0235	1.107		10238
ADIPIC ACID (CAS# 124-04-9 ); (M+NA)+	146.0588	3.583		196
ADP-RIBOSE (CAS# ); (M+H)+	559.0714	0.935		33576
ADP-RIBOSE (CAS# ); (M+H)+[-H2O]	559.0727	1.01		33576
ADPGLUCOSE (CAS# ); (M+H)+	589.0836	0.99		16500
AHBA (CAS# 76045-71-1); (M+H)+	153.0419	1.222		127115
ALANINE (CAS# 56-41-7); (2M+H)+[-H2O]	89.048	1.238		5950
ALANINE (CAS# 56-41-7); (M+H)+	89.0472	1.454		5950
ALLOSE (CAS# 2595-97-3); (M+H)+[-H2O]	180.0647	1.691		439507
ALPHA-D-GALACTOSE 1-PHOSPHATE (CAS# 2255-14-3); (M+NA)+	260.0287	0.651		123912
ALPHA-KETO-GLUTARATE (CAS# 328-50-7); (M+H)+[-H2O]	146.0206	0.967		51
ALPHA-LINOLENIC ACID (CAS# 463-40-1); (M+NA)+	278.2242	22.805		5280934
ANDROSTERONE (CAS# 53-41-8); (M+NA)+	290.2245	19.853		5879
ANTHRANILATE (CAS# 118-92-3); (M+H)+	137.0473	4.998		227
ARACHIDIC ACID (CAS# 506-30-9); (M+NA)+	312.3023	23.225		10467
ASCORBATE (CAS# 50-81-7); (M+H)+[-H2O]	176.0309	1.145		54670067
ASPARTATE (CAS# 56-84-8); (M+H)+	133.0374	0.69		5960
ASPARTATE (CAS# 56-84-8); (M+NA)+	133.0377	0.629		5960
AZELAIC ACID (CAS# 123-99-9); (M+NA)+	188.106	10.821		2266
BENZOIN (CAS# 119-53-9); (M+NA)+	212.0854	13.183		667422
BETA-ALANINE (CAS# 107-95-9); (M+H)+	89.0481	0.696		239
BETA-MALTOSE (CAS# 69-79-4); (M+NA)+	342.1186	0.714		439186
BETAINE (CAS# 107-43-7); (M+H)+	117.0792	0.693		247
BETAINE (CAS# 107-43-7); (M+NA)+	117.0787	0.692		247
BIS(2-ETHYLHEXYL)PHTHALATE (CAS# 117-81-7); (M+NA)+	390.2784	23.134		8343
BIS-GAMMA-GLUTAMYLCYSTINE (CAS# 23052-19-9); (M+H)+	498.109	0.707		90657696
BIURET (CAS# 108-19-0); (M+NA)+	103.0374	0.847		7913
BOC-ALA-OH (CAS# 15761-38-3); (M+NA)+	189.1007	9.518		85082
CAFFEINE (CAS# 58-08-2); (M+H)+	194.0809	5.977		2519
CAFFEINE (CAS# 58-08-2); (M+NA)+	194.0807	5.776		2519
CALCIDIOL (CAS# 19356-17-3); (M+NA)+	400.3326	22.742		5283731
CARNOSINE (CAS# 305-84-0); (M+H)+	226.1082	0.603		439224
CELLOBIOSE (CAS# 528-50-7); (M+NA)+	342.1186	0.714		294
CHOLESTEROL (CAS# 57-88-5); (M+H)+[-H2O]	386.3555	24.648		5997
CHOLINE (CAS# 62-49-7); M+	104.1074	0.665		305
CHOLINE PHOSPHATE (CAS# 107-73-3); (M+H)+	183.0659	0.702		1014
CHOLINE PHOSPHATE (CAS# 107-73-3); (M+NA)+	183.0661	0.631		1014
CIS-VACCENIC ACID (CAS# 506-17-2); (M+H)+	282.2544	22.775		5282761
CIS-ZEATIN (CAS# 1637-39-4); (M+H)+	219.1124	3.96		688597
CITRATE (CAS# 77-92-9); (M+H)+[-H2O]	192.0289	0.679		311
CITRATE (CAS# 77-92-9); (M+NA)+	192.0275	1.056		311
CITRULLINE (CAS# 372-75-8); (M+NA)+	175.0963	0.723		9750
CMP (CAS# 63-37-6); (M+H)+	323.0523	0.767		6131
CORTISONE (CAS# 53-06-5); (M+NA)+	360.1952	13.478		222786
CREATINE (CAS# 57-00-1); (M+H)+	131.0697	0.692		586
CREATININE (CAS# 60-27-5); (M+H)+	113.0584	0.69		588
CREATININE-(GUANIDINO-13C) [ISTD] (CAS# ); (2M+H)+	114.0616	0.689		71309782
CYTIDINE 5'-DIPHOSPHOCHOLINE (CAS# 987-78-0); (M+H)+	488.1078	0.718		13804
CYTIDINE 5'-DIPHOSPHOCHOLINE (CAS# 987-78-0); (M+K)+	488.1059	0.705		13804
CYTIDINE 5'-DIPHOSPHOCHOLINE (CAS# 987-78-0); (M+NA)+	488.1078	0.703		13804
CYTOSINE (CAS# 71-30-7); (M+H)+	111.0434	0.754		597
CYTOSINE (CAS# 71-30-7); (M+NA)+	111.0435	0.73		597
D-GALACTOSAMINE (CAS# 7535-00-4); (M+H)+[-H2O]	179.0781	0.885		3034366
D-GLUCOSE 6-PHOSPHATE (CAS# 56-73-5); (M+K)+	260.0298	0.66		5958
D-GLUCOSE 6-PHOSPHATE (CAS# 56-73-5); (M+NA)+	260.0296	0.651		5958
D-MANNOSAMINE (CAS# 14307-02-9); (M+H)+[-H2O]	179.0781	0.885		3034366
D-ORNITHINE (CAS# 348-66-3); (M+H)+	132.0891	0.559		6262
D-ORNITHINE (CAS# 348-66-3); (M+H)+[-H2O]	132.0896	0.554		6262
D-PSICOSE (CAS# 551-68-8); (2M+NA)+[-H2O]	180.0645	0.714		90008
DEBRISOQUIN (CAS# 581-88-4); (M+H)+	175.1109	5.197		2966
DECANOATE (CAS# 334-48-5); (2M+NA)+	172.1464	22.866		2969
DEHYDROASCORBATE (CAS# 490-83-5); (M+H)+	174.0181	0.649		210328
DEHYDROASCORBATE (CAS# 490-83-5); (M+H)+[-H2O]	174.015	0.827		210328
DEOXYCHOLIC ACID (CAS# 83-44-3); (M+H)+	392.2896	21.937		222528
DEOXYCHOLIC ACID (CAS# 83-44-3); (M+NA)+	392.2939	21.718		222528
DEOXYCYTIDINE (CAS# 951-77-9); (M+H)+	227.0927	1.241		13711
DEPHOSPHO-COA (CAS# 3633-59-8); (M+NA)+	687.1455	3.677		444485
DGMP (CAS# 902-04-5); (M+H)+	347.0646	1.411		6994968
DUMP (CAS# 964-26-1); (2M+NA)+	308.0397	0.879		65063
ELAIDIC ACID (CAS# 112-79-8); (M+H)+	282.2544	22.775		637517
ELAIDIC ACID (CAS# 112-79-8); (M+NA)+	282.2583	22.867		637517
ERUCIC ACID (CAS# 112-86-7); (M+NA)+	338.3215	23.523		5281116
ERYTHRITOL (CAS# 149-32-6); (M+NA)+	122.0576	0.615		222285
ESTRONE (CAS# 53-16-7); (M+H)+	270.1596	16.439		5870
ETHANOLAMINE PHOSPHATE (CAS# 1071-23-4); (M+H)+	141.0183	1.105		1015
FLAVIN ADENINE DINUCLEOTIDE (CAS# 146-14-5); (M+H)+	785.1562	6.293		643975
FLAVIN ADENINE DINUCLEOTIDE (CAS# 146-14-5); (M+NA)+	785.156	6.287		643975
FOLIC ACID (CAS# 59-30-3); (M+H)+	441.1404	5.951		6037
FOLIC ACID (CAS# 59-30-3); (M+NA)+	441.1418	5.949		6037
FRUCTOSE (CAS# 57-48-7); (M+NA)+	180.0638	0.672		5984
GALACTITOL OR DULCITOL (CAS# 608-66-2); (M+H)+	182.0794	0.515		11850
GAMMA-L-GLUTAMYL-L-CYSTEINE (CAS# 686-58-8); (M+H)+	250.061	1.004		123938
GAMMA-L-GLUTAMYL-L-CYSTEINE (CAS# 686-58-8); (M+H)+[-H2O]	250.0625	0.996		123938
GAMMA-LINOLENIC ACID (CAS# 506-26-3); (M+NA)+	278.2242	22.805		5280933
GDPMANNOSE (CAS# ); (M+H)+	605.0731	0.827		18396
GDPMANNOSE (CAS# ); (M+NA)+	605.0761	0.814		18396
GIBBERELLIC ACID [ISTD] (CAS# 77-06-5); (2M+NA)+	346.1389	8.576		6466
GIBBERELLIC ACID [ISTD] (CAS# 77-06-5); (M+NA)+	346.1424	8.58		6466
GLUCOSAMINATE (CAS# 3646-68-2); (M+H)+	195.0737	0.879		73563
GLUCOSAMINE 6-PHOSPHATE (CAS# 3616-42-0); (M+H)+	259.0471	0.712		439217
GLUCOSE (CAS# 50-99-7); (2M+NA)+[-H2O]	180.0645	0.715		5793
GLUCOSE (CAS# 50-99-7); (M+NA)+	180.0638	0.672		5793
GLUTAMATE (CAS# 56-86-0); (M+H)+	147.054	0.695		33032
GLUTAMATE (CAS# 56-86-0); (M+H)+[-H2O]	147.0535	0.67		33032
GLUTAMINE (CAS# 56-85-9); (M+NA)+	146.0685	0.631		5961
GLUTARATE (CAS# 110-94-1); (M+NA)+	132.0416	2.074		743
GLUTATHIONE (CAS# 27025-41-8); (M+H)+	612.1526	1.374		124886
GLUTATHIONE (CAS# 27025-41-8); (M+H2)+2	612.1549	1.378		124886
GLYCERALDEHYDE (CAS# 367-47-5); (2M+H)+[-H2O]	90.0325	1.677		79014
GLYCINE (CAS# 56-40-6); (M+H)+	75.0321	0.676		750
GLYCOCHENODEOXYCHOLATE (CAS# 640-79-9); (M+H)+[-H2O]	449.311	20.351		9548796
GLYCOCHENODEOXYCHOLATE (CAS# 640-79-9); (M+NA)+	449.3145	20.35		9548796
GLYCOCHOLATE (CAS# 475-31-0); (M+NA)+	465.3114	18.643		10140
GLYCOLITHOCHOLATE (CAS# 474-74-8 ); (M+NA)+	433.3181	21.644		115245
GLYCOLITHOCHOLATE (CAS# 474-74-8 ); (M+NA)+[-H2O]	433.3171	21.508		115245
GUANINE (CAS# 73-40-5); (M+H)+	151.0498	1.015		764
GUANOSINE (CAS# 118-00-3); (M+H)+	283.0924	1.851		6802
GUANOSINE (CAS# 118-00-3); (M+NA)+	283.0925	1.82		6802
GUANOSINE 5'-DIPHOSPHO-BETA-L-FUCOSE (CAS# 0); (M+H)+	589.0836	0.99		451
GUANOSINE 5'-PHOSPHATE (CAS# 85-32-5); (2M+NA)+[-H2O]	363.055	1.051		6804
GUANOSINE 5'-PHOSPHATE (CAS# 85-32-5); (M+H)+	363.0598	0.987		6804
HOMOSERINE (CAS# 672-15-1); (M+H)+	119.0587	0.703		12647
HOMOSERINE (CAS# 672-15-1); (M+NA)+	119.0574	0.571		12647
HOMOVANILLATE (CAS# 306-08-1); (M+H)+	182.0581	5.758		1738
HYPOXANTHINE (CAS# 68-94-0); (M+NA)+	136.0378	1.139		790
INDOLE (CAS# 120-72-9); (2M+NA)+	117.0584	6.551		798
INDOLE-3-ACETALDEHYDE (CAS# 2591-98-2); (M+H)+	159.0684	1.854		800
